timestamp,log_id,confidence,model_name,cpu,detection_boxes,model_processing_time,image_processing_time,absolute_time_from_start,utility
2025-10-19T22:44:53.941583,12,0.9361441731452942,yolov5m,57.9,1,0.3529679775238037,9.35879373550415,9.005200147628784,-41.357782710448575
2025-10-19T22:44:54.180062,13,0.872920572757721,yolov5m,58.1,3,0.2135906219482422,9.311875820159912,9.243676662445068,-41.18641696870431
2025-10-19T22:44:54.484686,14,0.8407039642333984,yolov5m,57.5,1,0.27046823501586914,9.35103964805603,9.548304080963135,-41.41445252089027
2025-10-19T22:44:54.721654,15,0.7006250619888306,yolov5m,54.8,4,0.19838857650756836,9.305426120758057,9.78525447845459,-41.32646401471238
2025-10-19T22:44:54.972804,16,0.7929405272006989,yolov5m,55.7,2,0.21436476707458496,9.318105220794678,10.036421775817871,-41.297543986288176
2025-10-19T22:44:51.786940,6,0.8814250826835632,yolov5m,61.8,1,0.3667607307434082,8.879764556884766,6.850558757781982,-39.01735830295688
2025-10-19T22:44:52.043660,7,0.44530478545597624,yolov5m,59.1,7,0.23396658897399902,8.854954242706299,7.107273578643799,-39.82168299033769
2025-10-19T22:44:52.409929,8,0.736350804567337,yolov5m,55.7,2,0.3202781677246094,8.95867657661438,7.473543643951416,-39.55699228516148
2025-10-19T22:44:53.124571,9,0.898948093255361,yolov5m,59.7,3,0.6616911888122559,9.388430118560791,8.188186168670654,-41.54316055743994
2025-10-19T22:44:53.376625,10,0.7326578458150228,yolov5m,54.4,15,0.21556663513183594,9.363479137420654,8.440241813659668,-41.58469602393439
2025-10-19T22:44:53.552269,11,0.8728080689907074,yolov5m,60.8,6,0.16196322441101074,9.24988079071045,8.615885257720947,-40.87655463519884
2025-10-19T22:44:55.423626,17,0.9064537882804871,yolov5m,56.4,3,0.39582157135009766,9.506718635559082,10.487245082855225,-42.12709685596428
2025-10-19T22:44:55.649077,18,0.6438886991568974,yolov5m,59.2,7,0.20439720153808594,9.454403162002563,10.712694644927979,-42.128084838882394
2025-10-19T22:44:49.955396,2,0.9022809565067291,yolov5m,32.9,2,2.184311628341675,11.538933753967285,5.018935680389404,-52.29233511871362
2025-10-19T22:44:50.292010,3,0.4821515679359436,yolov5m,62.9,2,0.31009817123413086,8.215564489364624,5.355580568313599,-36.256270332709384
2025-10-19T22:44:50.944308,4,0.6578196853399276,yolov5m,61.5,10,0.5920231342315674,8.605527400970459,6.007885932922363,-37.86977929191339
2025-10-19T22:44:51.383188,5,0.5970433533191681,yolov5m,62.7,5,0.3916025161743164,8.763038635253906,6.446798801422119,-38.71811100779601
2025-10-19T22:44:47.745067,1,0.7182709674040476,yolov5l,10.3,6,2.8067264556884766,9.550013542175293,2.8086726665496826,-42.53175399344746
2025-10-19T22:45:27.671083,93,0.4643614172935486,yolov5m,60.0,5,0.6843001842498779,18.22832417488098,42.73469924926758,-86.49791984716447
2025-10-19T22:45:27.920218,94,0.7633186876773834,yolov5m,58.9,3,0.21734857559204102,18.155996799468994,42.98383593559265,-85.51657952976939
2025-10-19T22:45:28.135699,95,0.9311371445655823,yolov5m,57.7,2,0.19115257263183594,18.030905723571777,43.199315547943115,-84.72330631884984
2025-10-19T22:45:28.338604,96,0.8584662079811096,yolov5m,58.8,1,0.1798081398010254,17.916840076446533,43.4022216796875,-84.22564959013577
2025-10-19T22:45:28.521386,97,0.4634336999484471,yolov5m,60.9,7,0.1706240177154541,17.754586219787598,43.58500051498413,-84.13850959528166
2025-10-19T22:45:24.221779,83,0.8582026561101278,yolov5m,57.4,6,0.2677164077758789,17.9513943195343,39.28539276123047,-84.39868418467454
2025-10-19T22:45:24.658879,84,0.811466634273529,yolov5m,60.4,2,0.40450358390808105,18.079060316085815,39.72247815132141,-85.08374955093937
2025-10-19T22:45:24.998154,85,0.7224828345435006,yolov5m,60.4,7,0.30434203147888184,18.10547637939453,40.0617733001709,-85.3048135351328
2025-10-19T22:45:25.172206,86,0.7821811636288961,yolov5m,60.1,3,0.14931845664978027,17.94186496734619,40.235825300216675,-84.42705896386194
2025-10-19T22:45:19.999383,68,0.7485161423683167,yolov5m,60.8,2,0.20984578132629395,18.54746389389038,35.0629768371582,-87.48871558985186
