2025-10-21T13:00:46.455866,1,0.7182709674040476,yolov5l,12.0,6,3.4538495540618896,8.207710981369019,3.461456298828125,-1.0
2025-10-21T13:00:47.220851,2,0.6396030187606812,yolov5l,64.1,4,0.7275369167327881,8.798364162445068,4.226442575454712,-1.0
2025-10-21T13:00:47.781480,3,0.6282218098640442,yolov5l,61.1,2,0.5242166519165039,9.051677942276001,4.78707218170166,-1.0
2025-10-21T13:00:48.478536,4,0.7031201094388961,yolov5l,59.3,10,0.6241450309753418,9.459889650344849,5.484128952026367,-1.0
2025-10-21T13:00:49.164502,5,0.6542715728282928,yolov5l,59.1,5,0.6334576606750488,9.80801510810852,6.170095443725586,-1.0
2025-10-21T13:00:49.866988,6,0.7368709146976471,yolov5l,61.7,2,0.6721751689910889,10.200824975967407,6.872577428817749,-1.0
2025-10-21T13:00:50.456693,7,0.46544477343559265,yolov5l,63.0,7,0.564382791519165,10.4714937210083,7.462285995483398,-1.0
2025-10-21T13:00:51.320353,8,0.8094803392887115,yolov5l,59.5,2,0.8059525489807129,11.023959636688232,8.32594609260559,-1.0
2025-10-21T13:00:51.983182,9,0.8330104649066925,yolov5l,59.1,4,0.5885376930236816,11.347791910171509,8.988774299621582,-1.0
2025-10-21T13:00:52.686969,10,0.7591197453439236,yolov5l,64.7,16,0.6484694480895996,11.71390151977539,9.692561864852905,-1.0
2025-10-21T13:00:53.125892,11,0.8911575376987457,yolov5l,61.4,6,0.4149048328399658,11.800023078918457,10.13148546218872,-1.0
2025-10-21T13:00:53.946618,12,0.9457538723945618,yolov5l,61.8,1,0.7699358463287354,12.2742178440094,10.952210187911987,-1.0
2025-10-21T13:00:54.509835,13,0.8543044924736023,yolov5l,61.1,3,0.524803876876831,12.487473487854004,11.515426874160767,-1.0
2025-10-21T13:00:55.176030,14,0.91252201795578,yolov5l,60.3,1,0.6182212829589844,12.778864622116089,12.181622982025146,-1.0
2025-10-21T13:00:55.949097,15,0.6613547035626003,yolov5l,59.3,7,0.7182326316833496,13.189226865768433,12.954690217971802,-1.0
2025-10-21T13:00:56.597237,16,0.8057405352592468,yolov5l,59.0,2,0.5953330993652344,13.495963096618652,13.602830410003662,-1.0
2025-10-21T13:00:57.180593,17,0.9261849125226339,yolov5l,58.5,3,0.5258686542510986,13.707561254501343,14.186185598373413,-1.0
2025-10-21T13:00:57.797718,18,0.6635112379278455,yolov5l,65.7,7,0.5885205268859863,13.953816890716553,14.80331015586853,-1.0
2025-10-21T13:00:58.365343,19,0.9484550952911377,yolov5l,58.8,1,0.5105185508728027,14.154632091522217,15.370935440063477,-1.0
2025-10-21T13:00:58.919324,20,0.9328473508358002,yolov5l,60.3,2,0.522000789642334,14.366716623306274,15.924916982650757,-1.0
2025-10-21T13:00:59.830888,21,0.6788046061992645,yolov5l,62.7,9,0.873676061630249,14.9206862449646,16.836480617523193,-1.0
2025-10-21T13:01:00.377770,22,0.7424512964028579,yolov5l,60.8,13,0.5043694972991943,15.124162197113037,17.383362531661987,-1.0
2025-10-21T13:01:01.210974,23,0.9290291965007782,yolov5l,60.0,2,0.7606580257415771,15.605012893676758,18.21656632423401,-1.0
2025-10-21T13:01:02.027256,24,0.6509493965851633,yolov5l,58.9,19,0.7526042461395264,16.063875675201416,19.032849073410034,-1.0
2025-10-21T13:01:02.528047,25,0.7339053452014923,yolov5l,60.4,2,0.47124719619750977,16.202802419662476,19.533639669418335,-1.0
2025-10-21T13:01:03.040148,26,0.5601734840869903,yolov5l,59.3,25,0.47055530548095703,16.36427116394043,20.04574155807495,-1.0
